Time, GazeX, GazeY, GazeZ, CamX, CamY, CamZ
4/22/2019 3:26:53 PM,442.6143,8.803397,456.008,429.0594,0.9109647,424.179
4/22/2019 3:26:54 PM,442.6409,8.793072,456.008,429.0594,0.9109651,424.179
4/22/2019 3:26:54 PM,442.6409,8.793072,456.008,429.0594,0.9109651,424.179
4/22/2019 3:26:54 PM,442.6409,8.793072,456.008,429.0594,0.9109651,424.179
4/22/2019 3:26:54 PM,442.6409,8.793072,456.008,429.0594,0.9109651,424.179
4/22/2019 3:26:54 PM,442.623,8.80352,456.008,429.0609,0.9109272,424.1845
4/22/2019 3:26:54 PM,442.623,8.80352,456.008,429.0609,0.9109272,424.1845
4/22/2019 3:26:54 PM,442.623,8.80352,456.008,429.0609,0.9109272,424.1845
4/22/2019 3:26:54 PM,442.623,8.80352,456.008,429.0609,0.9109272,424.1845
4/22/2019 3:26:54 PM,442.623,8.80352,456.008,429.0609,0.9109272,424.1845
4/22/2019 3:26:54 PM,442.6716,8.789189,456.008,429.059,0.9109558,424.1867
4/22/2019 3:26:54 PM,442.6716,8.789189,456.008,429.059,0.9109558,424.1867
4/22/2019 3:26:54 PM,442.6716,8.789189,456.008,429.059,0.9109558,424.1867
4/22/2019 3:26:54 PM,442.6716,8.789189,456.008,429.059,0.9109558,424.1867
4/22/2019 3:26:54 PM,442.6975,8.797931,456.008,429.0593,0.9109141,424.1863
4/22/2019 3:26:54 PM,442.6975,8.797931,456.008,429.0593,0.9109141,424.1863
4/22/2019 3:26:54 PM,442.6975,8.797931,456.008,429.0593,0.9109141,424.1863
4/22/2019 3:26:54 PM,442.6975,8.797931,456.008,429.0593,0.9109141,424.1863
4/22/2019 3:26:54 PM,442.6975,8.797931,456.008,429.0593,0.9109141,424.1863
4/22/2019 3:26:54 PM,442.6361,8.791266,456.008,429.0594,0.9109986,424.1868
4/22/2019 3:26:54 PM,442.6361,8.791266,456.008,429.0594,0.9109986,424.1868
4/22/2019 3:26:54 PM,442.6361,8.791266,456.008,429.0594,0.9109986,424.1868
4/22/2019 3:26:54 PM,442.6361,8.791266,456.008,429.0594,0.9109986,424.1868
4/22/2019 3:26:54 PM,442.58,8.781,456.008,429.0594,0.9109749,424.1867
4/22/2019 3:26:54 PM,442.58,8.781,456.008,429.0594,0.9109749,424.1867
4/22/2019 3:26:54 PM,442.58,8.781,456.008,429.0594,0.9109749,424.1867
4/22/2019 3:26:54 PM,442.58,8.781,456.008,429.0594,0.9109749,424.1867
4/22/2019 3:26:55 PM,442.58,8.781,456.008,429.0594,0.9109749,424.1867
4/22/2019 3:26:55 PM,442.607,8.795638,456.008,429.0596,0.9109634,424.1864
4/22/2019 3:26:55 PM,442.607,8.795638,456.008,429.0596,0.9109634,424.1864
4/22/2019 3:26:55 PM,442.607,8.795638,456.008,429.0596,0.9109634,424.1864
4/22/2019 3:26:55 PM,442.607,8.795638,456.008,429.0596,0.9109634,424.1864
4/22/2019 3:26:55 PM,442.6213,8.783713,456.008,429.0593,0.9109774,424.1868
4/22/2019 3:26:55 PM,442.6213,8.783713,456.008,429.0593,0.9109774,424.1868
4/22/2019 3:26:55 PM,442.6213,8.783713,456.008,429.0593,0.9109774,424.1868
4/22/2019 3:26:55 PM,442.6213,8.783713,456.008,429.0593,0.9109774,424.1868
4/22/2019 3:26:55 PM,442.6213,8.783713,456.008,429.0593,0.9109774,424.1868
4/22/2019 3:26:55 PM,442.6288,8.792185,456.008,429.0593,0.911006,424.1862
4/22/2019 3:26:55 PM,442.6288,8.792185,456.008,429.0593,0.911006,424.1862
4/22/2019 3:26:55 PM,442.6288,8.792185,456.008,429.0593,0.911006,424.1862
4/22/2019 3:26:55 PM,442.6288,8.792185,456.008,429.0593,0.911006,424.1862
4/22/2019 3:26:55 PM,442.6117,8.793638,456.008,429.0595,0.9110167,424.187
4/22/2019 3:26:55 PM,442.6117,8.793638,456.008,429.0595,0.9110167,424.187
4/22/2019 3:26:55 PM,442.6117,8.793638,456.008,429.0595,0.9110167,424.187
4/22/2019 3:26:55 PM,442.6117,8.793638,456.008,429.0595,0.9110167,424.187
4/22/2019 3:26:55 PM,442.6117,8.793638,456.008,429.0595,0.9110167,424.187
4/22/2019 3:26:55 PM,442.5794,8.782535,456.008,429.0596,0.911034,424.1865
4/22/2019 3:26:55 PM,442.5794,8.782535,456.008,429.0596,0.911034,424.1865
4/22/2019 3:26:55 PM,442.5794,8.782535,456.008,429.0596,0.911034,424.1865
4/22/2019 3:26:55 PM,442.5794,8.782535,456.008,429.0596,0.911034,424.1865
4/22/2019 3:26:55 PM,442.5855,8.770356,456.008,429.0596,0.9109755,424.1866
4/22/2019 3:26:55 PM,442.5855,8.770356,456.008,429.0596,0.9109755,424.1866
4/22/2019 3:26:55 PM,442.5855,8.770356,456.008,429.0596,0.9109755,424.1866
4/22/2019 3:26:56 PM,442.5855,8.770356,456.008,429.0596,0.9109755,424.1866
4/22/2019 3:26:56 PM,442.5855,8.770356,456.008,429.0596,0.9109755,424.1866
4/22/2019 3:26:56 PM,442.5078,8.794663,456.008,429.0594,0.910952,424.187
4/22/2019 3:26:56 PM,442.5078,8.794663,456.008,429.0594,0.910952,424.187
4/22/2019 3:26:56 PM,442.5078,8.794663,456.008,429.0594,0.910952,424.187
4/22/2019 3:26:56 PM,442.5078,8.794663,456.008,429.0594,0.910952,424.187
4/22/2019 3:26:56 PM,442.6293,8.800887,456.008,429.0592,0.9109704,424.1868
4/22/2019 3:26:56 PM,442.6293,8.800887,456.008,429.0592,0.9109704,424.1868
4/22/2019 3:26:56 PM,442.6293,8.800887,456.008,429.0592,0.9109704,424.1868
4/22/2019 3:26:56 PM,442.6293,8.800887,456.008,429.0592,0.9109704,424.1868
4/22/2019 3:26:56 PM,442.6293,8.800887,456.008,429.0592,0.9109704,424.1868
4/22/2019 3:26:56 PM,442.6026,8.789772,456.008,429.0596,0.9110313,424.187
4/22/2019 3:26:56 PM,442.6026,8.789772,456.008,429.0596,0.9110313,424.187
4/22/2019 3:26:56 PM,442.6026,8.789772,456.008,429.0596,0.9110313,424.187
4/22/2019 3:26:56 PM,442.6026,8.789772,456.008,429.0596,0.9110313,424.187
4/22/2019 3:26:56 PM,442.547,8.790374,456.008,429.0589,0.9110364,424.1865
4/22/2019 3:26:56 PM,442.547,8.790374,456.008,429.0589,0.9110364,424.1865
4/22/2019 3:26:56 PM,442.547,8.790374,456.008,429.0589,0.9110364,424.1865
4/22/2019 3:26:56 PM,442.547,8.790374,456.008,429.0589,0.9110364,424.1865
4/22/2019 3:26:56 PM,442.547,8.790374,456.008,429.0589,0.9110364,424.1865
4/22/2019 3:26:56 PM,442.7413,8.782567,456.008,429.0598,0.9109571,424.187
4/22/2019 3:26:56 PM,442.7413,8.782567,456.008,429.0598,0.9109571,424.187
4/22/2019 3:26:56 PM,442.7413,8.782567,456.008,429.0598,0.9109571,424.187
4/22/2019 3:26:56 PM,442.7413,8.782567,456.008,429.0598,0.9109571,424.187
4/22/2019 3:26:56 PM,442.59,8.799931,456.008,429.0594,0.911077,424.1873
4/22/2019 3:26:56 PM,442.59,8.799931,456.008,429.0594,0.911077,424.1873
4/22/2019 3:26:56 PM,442.59,8.799931,456.008,429.0594,0.911077,424.1873
4/22/2019 3:26:56 PM,442.59,8.799931,456.008,429.0594,0.911077,424.1873
4/22/2019 3:26:56 PM,442.59,8.799931,456.008,429.0594,0.911077,424.1873
4/22/2019 3:27:07 PM,442.5645,8.80615,456.008,429.0587,0.910843,424.1954
4/22/2019 3:27:07 PM,442.5645,8.80615,456.008,429.0587,0.910843,424.1954
4/22/2019 3:27:08 PM,442.4541,8.803734,456.008,429.0586,0.9108884,424.1954
4/22/2019 3:27:08 PM,442.4541,8.803734,456.008,429.0586,0.9108884,424.1954
4/22/2019 3:27:08 PM,442.4541,8.803734,456.008,429.0586,0.9108884,424.1954
4/22/2019 3:27:08 PM,442.4541,8.803734,456.008,429.0586,0.9108884,424.1954
4/22/2019 3:27:08 PM,442.4541,8.803734,456.008,429.0586,0.9108884,424.1954
4/22/2019 3:27:08 PM,442.5815,8.81373,456.008,429.0584,0.9109393,424.1955
4/22/2019 3:27:08 PM,442.5815,8.81373,456.008,429.0584,0.9109393,424.1955
4/22/2019 3:27:08 PM,442.5815,8.81373,456.008,429.0584,0.9109393,424.1955
4/22/2019 3:27:08 PM,442.5815,8.81373,456.008,429.0584,0.9109393,424.1955
4/22/2019 3:27:08 PM,442.5184,8.81599,456.008,429.0584,0.9109481,424.1962
4/22/2019 3:27:08 PM,442.5184,8.81599,456.008,429.0584,0.9109481,424.1962
4/22/2019 3:27:08 PM,442.5184,8.81599,456.008,429.0584,0.9109481,424.1962
4/22/2019 3:27:08 PM,442.5184,8.81599,456.008,429.0584,0.9109481,424.1962
4/22/2019 3:27:08 PM,442.5184,8.81599,456.008,429.0584,0.9109481,424.1962
4/22/2019 3:27:08 PM,442.568,8.816056,456.008,429.0584,0.910943,424.1966
4/22/2019 3:27:08 PM,442.568,8.816056,456.008,429.0584,0.910943,424.1966
4/22/2019 3:27:08 PM,442.568,8.816056,456.008,429.0584,0.910943,424.1966
4/22/2019 3:27:08 PM,442.568,8.816056,456.008,429.0584,0.910943,424.1966
4/22/2019 3:27:08 PM,442.5873,8.798786,456.008,429.0583,0.9109183,424.1961
4/22/2019 3:27:08 PM,442.5873,8.798786,456.008,429.0583,0.9109183,424.1961
4/22/2019 3:27:08 PM,442.5873,8.798786,456.008,429.0583,0.9109183,424.1961
4/22/2019 3:27:08 PM,442.5873,8.798786,456.008,429.0583,0.9109183,424.1961
4/22/2019 3:27:08 PM,442.5873,8.798786,456.008,429.0583,0.9109183,424.1961
4/22/2019 3:27:08 PM,442.5664,8.806017,456.008,429.0577,0.9109463,424.1967
4/22/2019 3:27:08 PM,442.5664,8.806017,456.008,429.0577,0.9109463,424.1967
4/22/2019 3:27:08 PM,442.5664,8.806017,456.008,429.0577,0.9109463,424.1967
4/22/2019 3:27:08 PM,442.5664,8.806017,456.008,429.0577,0.9109463,424.1967
4/22/2019 3:27:08 PM,442.5627,8.792003,456.008,429.0577,0.9110273,424.1973
4/22/2019 3:27:08 PM,442.5627,8.792003,456.008,429.0577,0.9110273,424.1973
4/22/2019 3:27:08 PM,442.5627,8.792003,456.008,429.0577,0.9110273,424.1973
4/22/2019 3:27:08 PM,442.5627,8.792003,456.008,429.0577,0.9110273,424.1973
4/22/2019 3:27:08 PM,442.5627,8.792003,456.008,429.0577,0.9110273,424.1973
4/22/2019 3:27:08 PM,442.4849,8.788973,456.008,429.0577,0.9109689,424.1972
4/22/2019 3:27:08 PM,442.4849,8.788973,456.008,429.0577,0.9109689,424.1972
4/22/2019 3:27:08 PM,442.4849,8.788973,456.008,429.0577,0.9109689,424.1972
4/22/2019 3:27:08 PM,442.4849,8.788973,456.008,429.0577,0.9109689,424.1972
4/22/2019 3:27:09 PM,442.5655,8.818136,456.008,429.0579,0.9109812,424.1972
4/22/2019 3:27:09 PM,442.5655,8.818136,456.008,429.0579,0.9109812,424.1972
4/22/2019 3:27:09 PM,442.5655,8.818136,456.008,429.0579,0.9109812,424.1972
4/22/2019 3:27:09 PM,442.5655,8.818136,456.008,429.0579,0.9109812,424.1972
4/22/2019 3:27:09 PM,442.5655,8.818136,456.008,429.0579,0.9109812,424.1972
4/22/2019 3:27:09 PM,442.5443,8.795639,456.008,429.0579,0.9109729,424.1973
4/22/2019 3:27:09 PM,442.5443,8.795639,456.008,429.0579,0.9109729,424.1973
4/22/2019 3:27:09 PM,442.5443,8.795639,456.008,429.0579,0.9109729,424.1973
4/22/2019 3:27:09 PM,442.5443,8.795639,456.008,429.0579,0.9109729,424.1973
4/22/2019 3:27:09 PM,442.4548,8.798127,456.008,429.057,0.9110424,424.1969
4/22/2019 3:27:09 PM,442.4548,8.798127,456.008,429.057,0.9110424,424.1969
4/22/2019 3:27:09 PM,442.4548,8.798127,456.008,429.057,0.9110424,424.1969
4/22/2019 3:27:09 PM,442.4548,8.798127,456.008,429.057,0.9110424,424.1969
4/22/2019 3:27:09 PM,442.4548,8.798127,456.008,429.057,0.9110424,424.1969
4/22/2019 3:27:09 PM,442.5459,8.795775,456.008,429.0574,0.911002,424.197
4/22/2019 3:27:09 PM,442.5459,8.795775,456.008,429.0574,0.911002,424.197
4/22/2019 3:27:09 PM,442.5459,8.795775,456.008,429.0574,0.911002,424.197
4/22/2019 3:27:09 PM,442.5459,8.795775,456.008,429.0574,0.911002,424.197
4/22/2019 3:27:09 PM,442.5973,8.789418,456.008,429.0577,0.911077,424.1969
4/22/2019 3:27:09 PM,442.5973,8.789418,456.008,429.0577,0.911077,424.1969
4/22/2019 3:27:09 PM,442.5973,8.789418,456.008,429.0577,0.911077,424.1969
